nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0452161,Sandrine Kiberlain,1968,\N,"actress,soundtrack,director","tt0112951,tt0269329,tt0126735,tt1285246"
nm0042104,Michel Aumont,1936,2019,actor,"tt0167565,tt0276709,tt0310203,tt0243493"
nm0596850,Édouard Molinaro,1928,2013,"director,writer,actor","tt0077288,tt0115685,tt0122617,tt0115638"
nm0347589,Sacha Guitry,1885,1957,"writer,director,actor","tt0028201,tt0029394,tt0030642,tt0028847"
nm0109972,Jean-Claude Brisville,1922,2014,"writer,actor","tt7252940,tt4592540,tt0115638,tt0105448"
nm0309369,Charles Gassot,\N,\N,"producer,actor,writer","tt0291579,tt0296093,tt0216787,tt0415160"
nm0006223,Jean-Claude Petit,1943,\N,"composer,soundtrack,music_department","tt0144117,tt0175142,tt0091288,tt0099334"
nm0937800,Jeffrey Wolf,\N,\N,"editor,director,editorial_department","tt1920849,tt0123964,tt0311289,tt0115639"
nm0000459,Timothy Hutton,1960,\N,"actor,producer,director","tt0113117,tt0343737,tt1103987,tt0081283"
nm0001187,Noah Emmerich,1965,\N,"actor,director","tt1520211,tt0404203,tt0120382,tt2149175"
nm0001272,Annabeth Gish,1971,\N,actress,"tt3174376,tt0113987,tt0115639,tt0095690"
nm0001130,Ted Demme,1963,2002,"director,producer,actor","tt0123964,tt0115639,tt0221027,tt0342275"
nm0003298,Scott Rosenberg,1963,\N,"producer,writer,actor","tt0115639,tt0118880,tt7975244,tt0187078"
nm0940531,Cary Woods,\N,\N,"producer,writer","tt0120685,tt0117571,tt0115639,tt0113540"
nm0347465,David A. Stewart,1952,\N,"soundtrack,composer,producer","tt0126250,tt1277953,tt0115639,tt0375173"
nm0453981,Adam Kimmel,1960,\N,"cinematographer,camera_department,actor","tt0186253,tt0379725,tt0805564,tt1334260"
nm0003372,Chris Seager,1949,\N,"cinematographer,camera_department","tt0944947,tt4604612,tt0489974,tt0375210"
nm0077551,Glen Berry,1978,\N,actor,"tt0120681,tt0112052,tt0123355,tt0115640"
nm0377905,Linda Henry,1963,\N,"actress,soundtrack","tt0115640,tt0088512,tt0203248,tt1511543"
nm0623673,Scott Neal,1978,\N,actor,"tt0115640,tt1215172,tt0084987,tt0346154"
nm0256658,Tameka Empson,1977,\N,"actress,writer,soundtrack","tt0465551,tt0115640,tt0088512,tt2510102"
nm0531751,Hettie Macdonald,\N,\N,director,"tt2577192,tt2232345,tt0436992,tt0115640"
nm1281893,Jonathan Harvey,1968,\N,"writer,producer,actor","tt0053494,tt0167599,tt0115640,tt1588221"
nm0307821,Tony Garnett,1936,2020,"producer,actor,miscellaneous","tt0164142,tt0085418,tt0064541,tt0097257"
nm0788673,Bill Shapter,1945,\N,"editor,producer,production_manager","tt0115640,tt0421994,tt0169501,tt1046171"
nm0022903,John Altman,1949,\N,"music_department,composer,soundtrack","tt0358135,tt0110413,tt0113189,tt0120338"
nm0855605,Abby Terkuhle,\N,\N,"producer,writer,production_manager","tt2157946,tt0104564,tt0115641,tt0116707"
nm0431918,Mike Judge,1962,\N,"writer,producer,actor","tt0105950,tt0118375,tt0115641,tt0151804"
nm0000246,Bruce Willis,1955,\N,"actor,soundtrack,producer","tt0095016,tt0088571,tt0110912,tt0167404"
nm0000193,Demi Moore,1962,\N,"actress,producer,director","tt0119173,tt0107211,tt0099653,tt0305357"
nm0001458,Cloris Leachman,1926,2021,"actress,soundtrack","tt0067328,tt0072431,tt0371246,tt0481499"
nm0221133,Mike de Seve,\N,\N,"writer,director,actor","tt0298148,tt0307453,tt0327084,tt0115641"
nm1301264,Brian Mulroney,\N,\N,"animation_department,director,writer","tt0280123,tt0122353,tt0115641,tt0256562"
nm0438394,Yvette Kaplan,\N,\N,"director,producer,animation_department","tt2204472,tt0115641,tt0101084,tt0268380"
nm0830294,Joe Stillman,\N,\N,"writer,producer,miscellaneous","tt1320261,tt0118375,tt0126029,tt0298148"
nm3219778,Michael Blakey,1958,\N,"music_department,composer,sound_department","tt0139462,tt0115641,tt0162650,tt1320082"
nm0475957,Jane Kurson,\N,\N,"editor,editorial_department","tt0091326,tt0102059,tt0094721,tt0340855"
nm0000225,Christian Slater,1969,\N,"actor,producer,soundtrack","tt0108399,tt4158110,tt0115759,tt0124198"
nm0000524,Mary Stuart Masterson,1966,\N,"actress,producer,director","tt0106387,tt0101921,tt0094006,tt0073747"
nm0781899,Pamela Adlon,1966,\N,"actress,producer,writer","tt0904208,tt1492966,tt4370596,tt0084021"
nm0000982,Josh Brolin,1968,\N,"actor,producer,writer","tt4154756,tt0477348,tt4154796,tt1791528"
nm0325533,Michael Goldenberg,1965,\N,"writer,director,producer","tt0316396,tt0373889,tt1133985,tt0118884"
nm0591051,Allan Mindel,\N,\N,"manager,producer,director","tt0115644,tt0102494,tt0114131,tt0285727"
nm0789688,Denise Shaw,\N,\N,producer,"tt0373024,tt0114131,tt0106447,tt0115644"
nm0006016,Michael Convertino,1953,\N,"composer,music_department,soundtrack","tt0114660,tt0111070,tt0094812,tt1296899"
nm0005907,Luciano Tovoli,1936,\N,"cinematographer,camera_department,editorial_department","tt0105414,tt0073580,tt0084040,tt0096160"
nm0000658,Meryl Streep,1949,\N,"actress,soundtrack,producer","tt1322269,tt0458352,tt0089755,tt0084707"
nm0000553,Liam Neeson,1952,\N,"actor,soundtrack,producer","tt0429493,tt0362269,tt1601913,tt0108052"
nm0000411,Edward Furlong,1977,\N,"actor,producer,soundtrack","tt0120586,tt0165710,tt0990407,tt0103064"
nm0919733,Julia Weldon,1983,\N,"actress,composer,music_department","tt0203259,tt2017703,tt1563771,tt0115645"
nm0775447,Barbet Schroeder,1941,\N,"director,producer,actor","tt0250809,tt0092618,tt0264935,tt0105414"
nm0114595,Rosellen Brown,1939,\N,"writer,miscellaneous","tt0115645,tt0080959"
nm0848217,Ted Tally,1952,\N,"writer,miscellaneous,producer","tt0102926,tt1413492,tt0149624,tt0183523"
nm0389098,Susan Hoffman,\N,\N,"producer,miscellaneous,director","tt0264935,tt0247199,tt0105414,tt0118966"
nm0006290,Howard Shore,1946,\N,"music_department,soundtrack,composer","tt0903624,tt1325004,tt0338751,tt0120737"
nm0273392,Anita Fernández,\N,\N,"editor,editorial_department,writer","tt0103737,tt0188311,tt0340910,tt0117352"
nm0723623,Claude Rich,1929,2017,"actor,writer,miscellaneous","tt0063152,tt0250223,tt0109798,tt0105448"
nm0655582,Maria Pacôme,1923,2018,"actress,writer","tt0073516,tt0104025,tt1369743,tt0280319"
nm0320762,Hippolyte Girardot,1955,\N,"actor,director,writer","tt0098552,tt0401711,tt0420388,tt1149363"
nm0377882,Judith Henry,1968,\N,"actress,soundtrack","tt1355327,tt0099436,tt0107002,tt0294840"
nm0150057,Christian de Chalonge,1937,\N,"director,writer,assistant_director","tt0082701,tt0063535,tt0077175,tt0115649"
nm0032801,Louis Aragon,1897,1982,"writer,soundtrack,actor","tt0780621,tt11343568,tt0115649,tt0283832"
nm0307848,Dominique Garnier,1954,\N,writer,"tt0921768,tt0115649,tt0087250,tt0167644"
nm0006233,Michel Portal,1935,\N,"composer,music_department,soundtrack","tt0092739,tt0088844,tt0085312,tt0084589"
nm0089333,Patrick Blossier,1949,\N,"cinematographer,camera_department,producer","tt0091529,tt0129923,tt0444182,tt0280653"
nm0785684,Coline Serreau,1947,\N,"director,writer,actress","tt0079742,tt0104025,tt0265116,tt0090206"
nm0512071,Vincent Lindon,1959,\N,"actor,writer,director","tt4428814,tt2711898,tt1217637,tt0113247"
nm0858022,James Thierrée,1974,\N,"actor,music_department,miscellaneous","tt1189438,tt0102722,tt0190861,tt4400038"
nm0850907,Samuel Tasinaje,\N,\N,"actor,director,writer","tt6053614,tt0303584,tt0383100,tt0265116"
nm0764963,Alain Sarde,1952,\N,"producer,actor,writer","tt0125659,tt0253474,tt0166924,tt1139328"
nm0719265,Catherine Renault,\N,\N,"editor,animation_department,sound_department","tt2510894,tt1068632,tt0088462,tt0104025"
nm0291975,Guy-Claude François,1940,2014,"production_designer,actor,art_director","tt1599975,tt0237534,tt0077941,tt0115822"
nm0845866,Anton Tabakov,1960,\N,actor,"tt1721110,tt0134633,tt0258968,tt0166514"
nm0845867,Oleg Tabakov,1935,2018,"actor,director,assistant_director","tt0079619,tt0069628,tt0089440,tt0059884"
nm0786244,Efraim Sevela,1928,2010,"writer,director,actor","tt0105030,tt0093450,tt5129558,tt0100387"
nm0000336,James Coburn,1928,2002,"actor,producer,director","tt0054047,tt0057115,tt0067140,tt0118564"
nm0587518,John Milius,1944,\N,"writer,producer,director","tt0078788,tt0068762,tt0082198,tt0384766"
nm0862207,Tom Thurman,\N,\N,"director,producer,actor","tt0338163,tt0108518,tt0115653,tt0775438"
nm0548991,Tom Marksbury,\N,\N,"writer,producer,actor","tt0338163,tt0775438,tt0108518,tt0115653"
nm0769455,Frank Schaap,\N,\N,"composer,music_department","tt0775438,tt0114122,tt0115653,tt0108518"
nm0745842,Arthur Rouse,\N,\N,"producer,cinematographer,director","tt0810946,tt2708320,tt0115653,tt0800059"
nm0340843,Gary Grider,\N,\N,editor,tt0115653
nm0439635,Håkan Karlsson,1964,\N,"editor,producer,editorial_department","tt1343097,tt12359080,tt0125072,tt2917388"
nm0252338,Emelie Ekenborn,\N,\N,actress,tt0115654
nm0635937,Simon Norrthon,1967,\N,actor,"tt0108285,tt0356176,tt0247105,tt2180271"
nm0003988,Erik Gustafson,\N,\N,actor,tt0115654
nm0459811,Lena Klingvall,\N,\N,actress,"tt0115654,tt0120236,tt0113919"
nm0652305,Suzanne Osten,1944,\N,"director,writer,producer","tt0108285,tt0084295,tt0100636,tt0090778"
nm0337532,Nils Gredeby,\N,\N,"actor,writer,director","tt0216585,tt0273463,tt0095534,tt0115654"
nm0654545,Anita Oxburgh,\N,\N,"producer,writer,miscellaneous","tt0937378,tt6107412,tt1227555,tt1322346"
nm0677890,Johan Petri,\N,\N,"composer,soundtrack","tt0499095,tt0115654"
nm0356310,Göran Hallberg,\N,\N,"cinematographer,camera_department,actor","tt4080728,tt0365763,tt1510918,tt2113681"
nm0917434,Bernd Wefelmeyer,1940,\N,"composer,music_department","tt1626146,tt0088448,tt0429360,tt2101473"
nm0222126,Heikko Deutschmann,1962,\N,"actor,director,writer","tt0202297,tt5000790,tt0440983,tt1753353"
nm0373862,Katinka Heichert,1965,\N,actress,"tt0108985,tt0125618,tt0115657,tt0081860"
nm0486437,Tobias Langhoff,1962,\N,actor,"tt0220074,tt0209512,tt1772992,tt0145659"
nm0773462,Walfriede Schmitt,1943,\N,actress,"tt0806910,tt0082066,tt0111974,tt0350227"
nm0881354,Gabriele Unterberg,\N,\N,director,tt0115657
nm0881355,Hannelore Unterberg,1940,\N,"director,writer,assistant_director","tt0176283,tt0115657,tt0175410,tt0087486"
nm0902045,Ilse von Bredow,1922,2014,writer,"tt0281946,tt0115657,tt0369122"
nm0294663,Susanne Freyer,1964,\N,producer,"tt6576556,tt0460664,tt1112828,tt0115657"
nm0003139,Ingo Frenzel,1966,\N,"composer,music_department,soundtrack","tt2101473,tt1817209,tt0321249,tt6847874"
nm0919761,Juliette Welfling,\N,\N,"editor,editorial_department,sound_department","tt1392170,tt1235166,tt0401383,tt2053425"
nm0674816,Claude Perron,1966,\N,actress,"tt1183276,tt0115658,tt0211915,tt2024343"
nm0243355,Albert Dupontel,1964,\N,"actor,writer,director","tt0344510,tt0290673,tt5258850,tt2853614"
nm0087141,Roland Blanche,1943,1999,actor,"tt0097617,tt0167565,tt0100263,tt0098520"
nm0898653,Hélène Vincent,1943,\N,"actress,soundtrack","tt0167565,tt0096386,tt0102136,tt0108394"
nm0491229,Gilles Laurent,\N,\N,"actor,writer,soundtrack","tt0115658,tt0281108,tt3790732,tt0109900"
nm0515510,Philippe Liégeois,\N,\N,"producer,actor","tt2290129,tt0115658,tt1486815,tt0823240"
nm0721097,Jean-Michel Rey,\N,\N,producer,"tt1486815,tt0823240,tt0814795,tt2290129"
nm0684976,Ramon Pipin,\N,\N,"composer,actor,producer","tt0422421,tt0090095,tt0418669,tt0401029"
nm0771526,Guillaume Schiffman,\N,\N,"cinematographer,camera_department,actor","tt2070776,tt5687334,tt1655442,tt0464913"
nm11213570,Armin Bader,\N,\N,,tt0115660
nm11213571,Marlies Bader,\N,\N,,tt0115660
nm11213572,Markus Bader,\N,\N,,tt0115660
nm0461693,Alfredo Knuchel,\N,\N,"director,producer,writer","tt0115660,tt0405506,tt0219386,tt1499660"
nm0927317,Norbert Wiedmer,\N,\N,"director,cinematographer,writer","tt1773570,tt0196928,tt0426930,tt0427579"
nm1723366,Felix Hochuli,\N,\N,"sound_department,composer,music_department","tt0086846,tt0219356,tt0219212,tt0427579"
nm0349882,Peter Guyer,1957,\N,"cinematographer,producer,writer","tt2203807,tt0315825,tt10196086,tt1483801"
nm0126660,Regina Bärtschi,1957,\N,"editor,script_department,assistant_director","tt0103031,tt0806910,tt6116096,tt0119057"
nm0872123,Daniel Trenner,\N,\N,editor,tt0115662
nm0077361,Gonzalo F. Berridi,\N,\N,"cinematographer,camera_department","tt0133363,tt2955316,tt0395296,tt0455957"
nm0253216,Karra Elejalde,1960,\N,"actor,writer,director","tt5089786,tt0107479,tt0480669,tt1422032"
nm0959377,Ana Álvarez,1969,\N,"actress,soundtrack","tt1442434,tt0107479,tt0116400,tt1513925"
nm0040545,Féodor Atkine,1948,\N,"actor,miscellaneous","tt0079655,tt0073312,tt0122690,tt0086087"
nm0191123,Gemma Cuervo,1936,\N,actress,"tt0415421,tt0070467,tt0381733,tt0454714"
nm0701914,Carlos Pérez Ferré,\N,\N,"director,writer,producer","tt0103114,tt0115663,tt0472642,tt0084107"
nm0025538,Patxi Amezcua,\N,\N,"writer,director","tt7104984,tt1176928,tt2403961,tt3711510"
nm0529787,Javier López Barreira,\N,\N,"writer,director","tt1764625,tt3896100,tt3896102,tt0442578"
nm0701966,Carlos Pérez Merinero,1950,2012,"writer,director","tt0165444,tt0101317,tt0117054,tt0118788"
nm0097060,J.A. Bornay,\N,\N,composer,tt0115663
nm4036440,Jung-il Choi,\N,\N,"actor,producer","tt0256145,tt0115665"
nm0943072,Chien-Lien Wu,1968,\N,"actress,music_department","tt0127468,tt0100777,tt0115016,tt0111797"
nm0490513,Ching Wan Lau,1964,\N,"actor,soundtrack","tt0115693,tt0969269,tt1371585,tt0306651"
nm0359188,Jae-Suk Han,1973,\N,actor,"tt3019818,tt5520354,tt7773456,tt0115665"
nm0939326,Shirley Wong,\N,\N,actress,"tt2326009,tt0115665,tt0069955,tt0203426"
nm1194107,Jeong-il Choi,\N,\N,"actor,director,producer","tt0103745,tt0100960,tt0105496,tt0115665"
nm1189181,Ki-bong Du,\N,\N,director,tt0321572
nm0504980,Patrick Leung,\N,\N,"director,assistant_director,actor","tt0104684,tt0425637,tt0099426,tt0097202"
nm1196968,Baek-gyeon Yang,\N,\N,director,\N
nm0844036,Roy Szeto,\N,\N,"writer,actor,director","tt0082485,tt6135054,tt0164419,tt0115693"
nm0834484,Claus Strigel,1955,\N,"director,writer,producer","tt0093849,tt0126166,tt0094013,tt2323854"
nm0894132,Bertram Verhaag,1944,\N,"producer,director,writer","tt0093849,tt1522270,tt0115716,tt0094013"
nm0627143,Wolfgang Neumann,\N,\N,"composer,writer,music_department","tt0105295,tt0115716,tt0215824,tt2323854"
nm0003050,Gerhard Schedel,1955,\N,"composer,visual_effects,art_department","tt0329502,tt0215824,tt0094684,tt0399853"
nm0369483,Waldemar Hauschild,\N,\N,"cinematographer,camera_department","tt2365046,tt0115716,tt2323854,tt10270420"
nm0419373,Anjali Jathar,\N,\N,actress,"tt0115668,tt0375791,tt0135393,tt0109031"
nm0899804,Vani Viswanathan,\N,\N,"actress,producer","tt0357063,tt0282513,tt0356583,tt0390526"
nm1018906,Jagdish A. Sharma,\N,\N,"director,producer","tt0135641,tt1158700,tt0292606,tt0115668"
nm1272557,Miraq Mirza,\N,\N,"writer,director,music_department","tt0495794,tt0339239,tt0115668,tt10673874"
nm1668048,Ranjit Harma,\N,\N,"producer,writer","tt0096775,tt0115668,tt11646454"
nm1065801,Raj Lalchandani,\N,\N,producer,"tt0297983,tt0330783,tt0115668"
nm1066151,Asoo Nihalani,\N,\N,producer,"tt0297983,tt9445114,tt0115668,tt0330783"
nm0947921,Jiping Zhao,1945,\N,"music_department,composer,soundtrack","tt1727396,tt1388431,tt0093206,tt0101640"
nm6260538,Li Chen,1968,\N,actress,"tt5419580,tt0115669"
nm0955521,Zhaoji Jia,\N,\N,"actor,production_manager","tt0115669,tt0099902,tt0097144,tt0115459"
nm0955465,Zhigang Zhang,\N,\N,actor,tt0115669
nm1267469,Zhigang Zhao,\N,\N,"actor,assistant_director","tt1422119,tt0087057,tt7786142,tt0446059"
nm0943177,Tian-Ming Wu,1939,2014,"director,producer,actor","tt0087703,tt0115669,tt0091377,tt3214392"
nm2017975,Wengui Chen,\N,\N,"writer,actor,miscellaneous","tt0087097,tt4772556,tt0084678,tt1592872"
nm0917659,Minglun Wei,\N,\N,writer,tt0115669
nm0284592,Mona Fong,1934,2017,"producer,production_manager,actress","tt0077559,tt0095937,tt0120115,tt0078243"
nm0387388,Titus Ho,\N,\N,"producer,production_manager,actor","tt0165195,tt3460062,tt0455391,tt0445609"
nm0207825,Mário de Carvalho,1950,\N,"cinematographer,camera_department","tt1111955,tt0083014,tt0137316,tt0119921"
nm0031785,Anémone,1950,2019,"actress,writer","tt0084555,tt0093111,tt0123952,tt0089860"
nm0320760,Annie Girardot,1931,2011,"actress,soundtrack,producer","tt0387898,tt0254686,tt0054248,tt0113828"
nm0783879,Elie Semoun,1963,\N,"actor,writer,director","tt0463872,tt10658928,tt1810864,tt2800240"
nm0466047,Serge Korber,1936,\N,"director,writer,producer","tt0173821,tt0055852,tt1326975,tt0256116"
nm0082860,Christian Binet,1947,\N,writer,"tt11548282,tt1832391,tt0115671,tt0341745"
nm0051172,Jean-Jacques Tarbès,\N,\N,"cinematographer,writer,camera_department","tt0255862,tt0182255,tt0062639,tt0089776"
nm0915089,Christian Watton,1927,2010,"writer,actor,script_department","tt0250630,tt0096689,tt0098773,tt0484267"
nm0466046,Marie-Claire Korber,\N,\N,"editor,producer,director","tt0115671,tt0182255,tt0197638,tt0255862"
nm0628056,David Newman,1954,\N,"composer,music_department,soundtrack","tt0144528,tt0098621,tt0117218,tt0094142"
nm0001548,Rick Moranis,1953,\N,"actor,writer,producer","tt0094012,tt0091419,tt0087332,tt0098067"
nm0000792,Tom Arnold,1959,\N,"actor,producer,writer","tt0242445,tt0117768,tt0111503,tt0119640"
nm0680541,Julianne Phillips,1960,\N,actress,"tt0101199,tt0115676,tt0096072,tt0098343"
nm0001406,Carol Kane,1952,\N,"actress,soundtrack","tt0093779,tt0395699,tt0096061,tt0106220"
nm0591171,Steve Miner,1951,\N,"director,producer,actor","tt0098622,tt0094582,tt0120694,tt0082418"
nm0425756,Mark Steven Johnson,1964,\N,"writer,director,producer","tt0259324,tt11100856,tt0287978,tt0107050"
nm0287811,Gary Foster,1961,\N,"producer,miscellaneous,editorial_department","tt0117918,tt0108160,tt0259324,tt1439629"
nm0723676,Lee Rich,1918,2012,"producer,production_manager","tt0068149,tt0099739,tt0227445,tt0105104"
nm0255440,Suzy Elmiger,\N,\N,"editor,editorial_department,sound_department","tt0115678,tt0104438,tt1333125,tt0108122"
nm0001724,Tony Shalhoub,1953,\N,"actor,producer,soundtrack","tt0312172,tt0243133,tt0177789,tt1291150"
nm0001804,Stanley Tucci,1960,\N,"actor,producer,director","tt0115678,tt1135503,tt0380510,tt1895587"
nm0004711,Marc Anthony,1968,\N,"soundtrack,actor,composer","tt0163187,tt0163988,tt0328107,tt0120746"
nm0088745,Larry Block,1942,2012,actor,"tt0211938,tt0076723,tt0100212,tt0088680"
nm0001714,Campbell Scott,1961,\N,"actor,producer,director","tt0299117,tt1872181,tt0115678,tt0105415"
nm0873579,Joseph Tropiano,\N,\N,writer,"tt0115678,tt0363728"
nm0277204,Jonathan Filley,\N,\N,"producer,production_manager,location_management","tt0454848,tt0133952,tt0073195,tt0407304"
nm0218460,Gary DeMichele,\N,\N,"soundtrack,music_department,composer","tt0115678,tt0134263,tt0314630,tt1047449"
nm0004302,Ken Kelsch,\N,\N,"cinematographer,actor,camera_department","tt0116378,tt0068833,tt0899128,tt0103759"
nm0561929,Donna May,\N,\N,"actress,director,editor","tt0201391,tt0106179,tt0976245,tt0954326"
nm0182620,Tracey Costello,\N,\N,"actress,miscellaneous","tt0200276,tt0112346,tt0393162,tt0814335"
nm0236204,Rebecca Kyler Downs,1958,\N,"actress,soundtrack","tt0318374,tt0125060,tt0094512,tt0115614"
nm0303087,Robert Gallo,1945,\N,actor,"tt1215523,tt0091501,tt0086734,tt0097699"
nm0321223,Marshall Gitter,1957,\N,"actor,writer","tt0115679,tt0149380,tt0184791,tt0469694"
nm0321218,Eric Gitter,\N,\N,"producer,executive","tt0446029,tt1151359,tt2406566,tt8936646"
nm0321222,Lisa Gitter,\N,\N,producer,"tt0446029,tt0184791,tt1076967,tt0115679"
nm0335419,Gloria Grant,\N,2016,actress,"tt1083468,tt0398375,tt0443706,tt0286181"
nm0519440,Tony Longo,1961,2015,"actor,writer,producer","tt0166924,tt0089155,tt0109127,tt0088128"
nm0523749,Sabrina Lu,1968,\N,actress,"tt0119390,tt0115679,tt0284721,tt0138510"
nm0001223,Lara Flynn Boyle,1970,\N,"actress,producer,soundtrack","tt0098936,tt0147612,tt0120912,tt0118437"
nm0001572,Danny Nucci,1968,\N,"actor,director,soundtrack","tt0120338,tt0117500,tt0106246,tt0112740"
nm0229930,Peter Dobson,1964,\N,"actor,producer,director","tt4998212,tt0116365,tt0109830,tt0097714"
nm0001942,Luca Bercovici,1957,\N,"actor,producer,writer","tt1564777,tt3148266,tt0089200,tt0094884"
nm0209667,Marcus DeLeon,1958,\N,"writer,director,actor","tt5162178,tt0115680,tt0452703,tt0090766"
nm0567545,Liz McDermott,\N,\N,"producer,miscellaneous","tt0104377,tt0115680"
nm0006205,Mark Mothersbaugh,1950,\N,"composer,soundtrack,music_department","tt3501632,tt0265666,tt1490017,tt0128445"
nm0124813,Alton Butler,\N,\N,actor,"tt0118115,tt0167720,tt0226379,tt0115682"
nm0870946,Claudiu Trandafir,1963,\N,"actor,casting_director,miscellaneous","tt0411805,tt1560985,tt1436568,tt1196948"
nm0250067,James Edwards,\N,\N,actor,"tt0218157,tt0115682,tt0113315"
nm0213983,David DeCoteau,1962,\N,"director,producer,cinematographer","tt2579034,tt6111830,tt5331084,tt0102728"
